0,0.49793872,0.4604716,145334451,145334451
2,0.49793872,0.45769763,145334451,145334460
2,0.4987742,0.45076287,145334451,145334517
2,0.5004452,0.44937587,145334451,145334537
2,0.5029515,0.44660196,145334451,145334556
2,0.5062934,0.44382805,145334451,145334584
2,0.5121417,0.44244105,145334451,145334622
2,0.5138126,0.4410541,145334451,145334632
2,0.51966095,0.4382802,145334451,145334660
2,0.5255092,0.4368932,145334451,145334689
2,0.53219295,0.43550628,145334451,145334717
2,0.53386384,0.43550628,145334451,145334727
2,0.5405476,0.4327323,145334451,145334765
2,0.54388946,0.43134537,145334451,145334803
2,0.5455604,0.43134537,145334451,145334822
2,0.5472314,0.43134537,145334451,145334908
2,0.54388946,0.43134537,145334451,145335174
2,0.5422185,0.43134537,145334451,145335183
2,0.5405476,0.43134537,145334451,145335193
2,0.5372057,0.43134537,145334451,145335221
2,0.53386384,0.4327323,145334451,145335249
2,0.53219295,0.4327323,145334451,145335268
2,0.530522,0.4327323,145334451,145335287
2,0.52885103,0.4327323,145334451,145335306
2,0.5271801,0.4327323,145334451,145335326
2,0.5255092,0.4327323,145334451,145335344
2,0.5238383,0.4327323,145334451,145335363
2,0.52216727,0.4327323,145334451,145335382
2,0.52049637,0.4327323,145334451,145335402
2,0.5188254,0.4327323,145334451,145335411
2,0.5171545,0.4327323,145334451,145335430
2,0.5154836,0.4327323,145334451,145335449
2,0.5138126,0.4327323,145334451,145335468
2,0.5121417,0.4327323,145334451,145335487
2,0.51047075,0.4327323,145334451,145335506
2,0.50879985,0.4327323,145334451,145335553
2,0.5071289,0.4327323,145334451,145335620
2,0.50545794,0.4327323,145334451,145335754
1,0.50545794,0.4327323,145334451,145335781
0,0.6616904,0.46185854,145336286,145336286
2,0.66252583,0.45908463,145336286,145336382
2,0.66503227,0.45908463,145336286,145336400
2,0.6675387,0.45769763,145336286,145336419
2,0.6700451,0.45769763,145336286,145336438
2,0.67338693,0.4563107,145336286,145336466
2,0.67672884,0.4563107,145336286,145336485
2,0.6800707,0.45492372,145336286,145336514
2,0.6817416,0.45492372,145336286,145336533
2,0.6834126,0.45353678,145336286,145336552
2,0.6850835,0.45353678,145336286,145336571
2,0.68675447,0.4521498,145336286,145336590
2,0.68842536,0.4521498,145336286,145336638
2,0.6900963,0.4521498,145336286,145336704
2,0.6859189,0.45492372,145336286,145336856
2,0.6834126,0.45492372,145336286,145336875
2,0.6809062,0.45769763,145336286,145336894
2,0.67839974,0.45769763,145336286,145336913
2,0.67672884,0.45908463,145336286,145336923
2,0.67338693,0.4604716,145336286,145336951
2,0.67171603,0.4604716,145336286,145336970
2,0.6700451,0.4604716,145336286,145336989
2,0.6683742,0.4604716,145336286,145337018
2,0.6667032,0.4604716,145336286,145337037
2,0.66503227,0.4604716,145336286,145337065
2,0.6633614,0.4604716,145336286,145337085
2,0.6616904,0.4604716,145336286,145337103
2,0.66001946,0.4604716,145336286,145337122
2,0.6583485,0.46185854,145336286,145337141
2,0.6566776,0.46185854,145336286,145337179
2,0.6550067,0.46185854,145336286,145337217
2,0.65333575,0.46185854,145336286,145337236
2,0.6516648,0.46185854,145336286,145337304
2,0.64999384,0.4604716,145336286,145337436
2,0.64999384,0.45769763,145336286,145337484
2,0.64999384,0.45492372,145336286,145337502
2,0.64999384,0.4521498,145336286,145337521
2,0.64832294,0.44798893,145336286,145337540
2,0.64832294,0.44521496,145336286,145337569
2,0.64832294,0.44244105,145336286,145337589
2,0.64748746,0.43966714,145336286,145337616
2,0.64748746,0.4368932,145336286,145337646
2,0.64748746,0.43411928,145336286,145337665
2,0.64748746,0.42857143,145336286,145337693
2,0.64665204,0.42579752,145336286,145337702
2,0.64665204,0.4230236,145336286,145337721
2,0.64665204,0.42024964,145336286,145337750
2,0.64665204,0.41747573,145336286,145337769
2,0.64748746,0.4147018,145336286,145337779
2,0.64748746,0.40915397,145336286,145337816
2,0.64748746,0.41192788,145336286,145338178
2,0.6491584,0.4147018,145336286,145338434
2,0.6508294,0.4160888,145336286,145338463
2,0.6525003,0.4160888,145336286,145338482
2,0.65417117,0.4160888,145336286,145338520
2,0.6558421,0.4188627,145336286,145338548
2,0.6575131,0.42024964,145336286,145338567
2,0.65918404,0.4230236,145336286,145338586
2,0.66085494,0.4230236,145336286,145338634
2,0.66252583,0.42579752,145336286,145338653
2,0.6641968,0.42857143,145336286,145338672
2,0.66586775,0.43134537,145336286,145338701
2,0.6667032,0.43411928,145336286,145338729
2,0.6667032,0.4368932,145336286,145338748
2,0.6675387,0.43966714,145336286,145338767
2,0.6675387,0.44244105,145336286,145338786
2,0.6675387,0.44521496,145336286,145338805
2,0.6675387,0.44798893,145336286,145338833
1,0.6675387,0.44798893,145336286,145339241
0,0.55057317,0.68238556,145339889,145339889
2,0.55057317,0.6851595,145339889,145339993
2,0.5514087,0.68793344,145339889,145340012
2,0.5522441,0.6907073,145339889,145340032
2,0.5522441,0.6962552,145339889,145340060
2,0.5522441,0.69902915,145339889,145340079
2,0.5522441,0.70596397,145339889,145340107
2,0.5530796,0.71151185,145339889,145340126
2,0.5539151,0.72122055,145339889,145340164
2,0.5547505,0.72399443,145339889,145340174
2,0.55558604,0.73231626,145339889,145340193
2,0.55558604,0.73509014,145339889,145340203
2,0.5564215,0.739251,145339889,145340212
2,0.55725694,0.7447989,145339889,145340231
2,0.5580924,0.7503468,145339889,145340250
2,0.5580924,0.75312066,145339889,145340259
2,0.5580924,0.7572816,145339889,145340278
2,0.5580924,0.7600555,145339889,145340297
2,0.5580924,0.7628294,145339889,145340317
2,0.5580924,0.76560336,145339889,145340336
2,0.55892783,0.76837724,145339889,145340354
2,0.55892783,0.77115124,145339889,145340412
2,0.55892783,0.7739251,145339889,145340497
2,0.55892783,0.77115124,145339889,145340811
2,0.55892783,0.76837724,145339889,145340830
2,0.55892783,0.7614425,145339889,145340868
2,0.55892783,0.7572816,145339889,145340887
2,0.55892783,0.7545076,145339889,145340906
2,0.55892783,0.7489598,145339889,145340925
2,0.55892783,0.74341196,145339889,145340944
2,0.55892783,0.7378641,145339889,145340963
2,0.55892783,0.73509014,145339889,145340982
2,0.55892783,0.73231626,145339889,145341001
2,0.55892783,0.7295423,145339889,145341020
2,0.5580924,0.72676843,145339889,145341039
2,0.5580924,0.72399443,145339889,145341058
2,0.5580924,0.72122055,145339889,145341077
2,0.5580924,0.7184466,145339889,145341096
2,0.5580924,0.71567273,145339889,145341115
2,0.5580924,0.7128988,145339889,145341134
2,0.5580924,0.71012485,145339889,145341153
2,0.5580924,0.7073509,145339889,145341182
2,0.5580924,0.704577,145339889,145341201
1,0.5580924,0.704577,145339889,145341666
0,0.55892783,0.2260749,145342086,145342086
2,0.55558604,0.2260749,145342086,145342142
2,0.5539151,0.22746186,145342086,145342152
2,0.5514087,0.2302358,145342086,145342171
2,0.5472314,0.23162276,145342086,145342189
2,0.54472494,0.23300973,145342086,145342199
2,0.5413831,0.23162276,145342086,145342218
2,0.53887665,0.23162276,145342086,145342228
2,0.53219295,0.23162276,145342086,145342257
2,0.5271801,0.2302358,145342086,145342275
2,0.5238383,0.2302358,145342086,145342294
2,0.52049637,0.2302358,145342086,145342313
2,0.5154836,0.22746186,145342086,145342332
2,0.5121417,0.22468793,145342086,145342351
2,0.5079644,0.22191402,145342086,145342370
2,0.50378704,0.2191401,145342086,145342389
2,0.4987742,0.21636616,145342086,145342408
2,0.49459687,0.21359223,145342086,145342427
2,0.491255,0.21359223,145342086,145342446
2,0.48791316,0.21359223,145342086,145342475
2,0.48624218,0.21359223,145342086,145342495
2,0.48457128,0.21220528,145342086,145342513
2,0.48624218,0.21220528,145342086,145342684
2,0.48791316,0.21220528,145342086,145342703
2,0.48958406,0.21220528,145342086,145342712
2,0.49543238,0.21220528,145342086,145342741
2,0.4987742,0.21220528,145342086,145342760
2,0.5021161,0.21220528,145342086,145342779
2,0.5046225,0.21220528,145342086,145342798
2,0.5071289,0.21497919,145342086,145342817
2,0.50879985,0.21497919,145342086,145342836
2,0.51047075,0.21775314,145342086,145342855
2,0.5121417,0.2191401,145342086,145342874
2,0.5138126,0.22191402,145342086,145342903
2,0.5154836,0.22330098,145342086,145342922
2,0.5171545,0.22330098,145342086,145342941
2,0.5188254,0.22330098,145342086,145342969
2,0.52216727,0.22468793,145342086,145343007
